NO_OF_FRAMES	1227
NO_OF_CAMERAS	1
FREQUENCY	120
TIME_STAMP	Place Holder
REFERENCE	GLOBAL
SCALE	1.000
SOLVER	OpenSim IK
Frame	Time	pelvis	X	Y	Z	QX	QY	QZ	QW	head_neck	X	Y	Z	QX	QY	QZ	QW	torso	X	Y	Z	QX	QY	QZ	QW	sternumR	X	Y	Z	QX	QY	QZ	QW	sternumL	X	Y	Z	QX	QY	QZ	QW	clavicle_R	X	Y	Z	QX	QY	QZ	QW	scapula_R	X	Y	Z	QX	QY	QZ	QW	humerus_R	X	Y	Z	QX	QY	QZ	QW	ulna_R	X	Y	Z	QX	QY	QZ	QW	radius_R	X	Y	Z	QX	QY	QZ	QW	hand_R	X	Y	Z	QX	QY	QZ	QW	clavicle_L	X	Y	Z	QX	QY	QZ	QW	scapula_L	X	Y	Z	QX	QY	QZ	QW	humerus_L	X	Y	Z	QX	QY	QZ	QW	ulna_L	X	Y	Z	QX	QY	QZ	QW	radius_L	X	Y	Z	QX	QY	QZ	QW	hand_L	X	Y	Z	QX	QY	QZ	QW	femur_r	X	Y	Z	QX	QY	QZ	QW	tibia_r	X	Y	Z	QX	QY	QZ	QW	talus_r	X	Y	Z	QX	QY	QZ	QW	calcn_r	X	Y	Z	QX	QY	QZ	QW	toes_r	X	Y	Z	QX	QY	QZ	QW	femur_l	X	Y	Z	QX	QY	QZ	QW	tibia_l	X	Y	Z	QX	QY	QZ	QW	talus_l	X	Y	Z	QX	QY	QZ	QW	calcn_l	X	Y	Z	QX	QY	QZ	QW	toes_l	X	Y	Z	QX	QY	QZ	QW
1149	9.56667		645.730	-5537.240	1070.941	0.038400	-0.055413	0.997698	-0.007334		719.476	-5527.042	1577.518	0.081638	-0.331548	0.935919	-0.086406		647.840	-5439.327	1123.080	0.080678	-0.169803	0.982129	-0.009015		677.658	-5616.584	1446.923	0.080678	-0.169803	0.982129	-0.009015		731.116	-5625.222	1451.056	0.080678	-0.169803	0.982129	-0.009015		677.658	-5616.584	1446.923	0.102152	-0.157820	0.974903	0.119256		539.538	-5578.871	1507.587	0.073194	-0.173161	0.980801	-0.051848		522.846	-5558.420	1478.529	0.260369	-0.080561	0.951124	-0.145191		382.073	-5537.472	1220.979	0.189577	0.204129	0.933438	-0.226020		361.930	-5550.589	1220.274	0.189577	0.204129	0.933438	-0.226020		283.790	-5692.571	1024.381	0.189577	0.204129	0.933438	-0.226020		731.116	-5625.222	1451.056	0.057824	-0.178881	0.972550	-0.137132		877.252	-5574.516	1466.954	0.088008	-0.166122	0.981587	0.033835		862.349	-5552.313	1438.210	-0.293542	-0.219965	0.928193	0.062497		1018.496	-5446.886	1216.992	-0.216019	0.393029	0.855920	0.257421		1035.697	-5461.577	1221.793	-0.216019	0.393029	0.855920	0.257421		1084.690	-5668.585	1101.293	-0.216019	0.393029	0.855920	0.257421		541.764	-5458.674	1009.870	0.045500	0.073703	0.995448	0.039757		498.533	-5526.978	572.561	0.103910	-0.557409	0.814901	0.120143		481.368	-5074.568	399.535	0.131155	-0.480943	0.858828	0.117928		485.280	-5013.159	419.898	-0.084153	-0.489103	0.863673	0.088119		472.071	-5102.586	263.599	-0.084153	-0.489103	0.863673	0.088119		736.236	-5454.989	995.081	0.025024	0.150583	0.985085	0.079413		704.113	-5583.453	577.102	-0.033626	-0.069522	0.989164	0.124861		746.588	-5518.063	76.790	-0.033231	-0.015253	0.992407	0.117438		768.507	-5471.572	37.304	-0.047809	-0.010881	0.993109	0.106442		732.565	-5644.427	29.818	-0.047809	-0.010881	0.993109	0.106442
1150	9.57500		644.042	-5533.503	1070.844	0.039397	-0.055347	0.997655	-0.008290		717.013	-5522.120	1578.467	0.081661	-0.334077	0.934574	-0.091079		646.052	-5435.583	1122.973	0.079893	-0.168387	0.982429	-0.009770		675.171	-5612.442	1448.184	0.079893	-0.168387	0.982429	-0.009770		728.986	-5619.742	1451.901	0.079893	-0.168387	0.982429	-0.009770		675.171	-5612.442	1448.184	0.101189	-0.156519	0.975300	0.118547		536.883	-5574.762	1508.486	0.072472	-0.171712	0.981068	-0.052615		520.216	-5554.415	1479.339	0.257400	-0.080559	0.951821	-0.145917		381.010	-5533.275	1220.955	0.185995	0.206168	0.933647	-0.226283		360.907	-5546.447	1220.124	0.185995	0.206168	0.933647	-0.226283		284.628	-5689.023	1023.930	0.185995	0.206168	0.933647	-0.226283		728.986	-5619.742	1451.901	0.057231	-0.177375	0.972749	-0.137919		875.020	-5568.782	1467.933	0.087162	-0.164742	0.981920	0.033094		860.138	-5546.680	1439.100	-0.289798	-0.222010	0.928563	0.067079		1014.901	-5440.621	1217.212	-0.213385	0.378179	0.863884	0.255249		1032.290	-5455.248	1221.508	-0.213385	0.378179	0.863884	0.255249		1083.524	-5657.670	1094.335	-0.213385	0.378179	0.863884	0.255249		539.803	-5455.152	1009.964	0.044371	0.070508	0.995754	0.039164		497.741	-5520.722	572.471	0.104485	-0.547685	0.821215	0.121363		478.998	-5072.450	389.145	0.130778	-0.473543	0.862788	0.119379		482.937	-5010.704	408.456	-0.084265	-0.481685	0.867859	0.087748		469.504	-5102.774	253.719	-0.084265	-0.481685	0.867859	0.087748		734.239	-5451.075	994.809	0.023505	0.152956	0.984885	0.077806		703.479	-5581.721	577.388	-0.034673	-0.067956	0.989150	0.125545		746.851	-5518.057	76.931	-0.034250	-0.016430	0.992221	0.118551		768.963	-5471.529	37.596	-0.048075	-0.012260	0.992896	0.108151		732.455	-5644.242	29.589	-0.048075	-0.012260	0.992896	0.108151
1151	9.58333		642.416	-5529.705	1070.658	0.040902	-0.055620	0.997563	-0.010103		714.186	-5517.201	1579.426	0.082221	-0.336460	0.933208	-0.095691		644.204	-5431.812	1122.848	0.079291	-0.166911	0.982719	-0.010830		672.738	-5607.981	1449.246	0.079291	-0.166911	0.982719	-0.010830		727.097	-5614.489	1452.709	0.079291	-0.166911	0.982719	-0.010830		672.738	-5607.981	1449.246	0.100399	-0.155134	0.975725	0.117534		534.274	-5570.424	1509.219	0.071935	-0.170211	0.981311	-0.053687		517.611	-5550.194	1479.989	0.254650	-0.080313	0.952407	-0.147052		379.868	-5529.073	1220.820	0.182497	0.208414	0.933666	-0.226995		359.819	-5542.318	1219.874	0.182497	0.208414	0.933666	-0.226995		285.479	-5685.626	1023.468	0.182497	0.208414	0.933666	-0.226995		727.097	-5614.489	1452.709	0.056826	-0.175833	0.972898	-0.139008		872.996	-5563.176	1468.832	0.086496	-0.163294	0.982256	0.032048		858.115	-5541.185	1439.914	-0.285571	-0.224256	0.929062	0.070721		1011.150	-5434.195	1217.277	-0.210670	0.364136	0.871379	0.252431		1028.735	-5448.723	1221.084	-0.210670	0.364136	0.871379	0.252431		1082.126	-5646.561	1087.734	-0.210670	0.364136	0.871379	0.252431		537.711	-5451.706	1010.125	0.042898	0.066871	0.996117	0.037943		497.174	-5514.178	572.373	0.104879	-0.537842	0.827619	0.121543		476.402	-5070.338	378.769	0.130096	-0.466142	0.866853	0.119804		480.246	-5008.268	397.034	-0.084666	-0.474404	0.871961	0.086353		466.966	-5102.959	243.874	-0.084666	-0.474404	0.871961	0.086353		732.087	-5446.887	994.425	0.021984	0.155421	0.984731	0.075274		702.819	-5579.808	577.606	-0.035561	-0.066112	0.989341	0.124779		746.802	-5518.063	76.961	-0.035181	-0.016962	0.992228	0.118148		768.955	-5471.486	37.708	-0.048067	-0.013072	0.992851	0.108469		732.350	-5644.164	29.411	-0.048067	-0.013072	0.992851	0.108469
1152	9.59167		640.561	-5525.922	1070.541	0.040760	-0.055266	0.997583	-0.010626		712.206	-5512.508	1578.743	0.082173	-0.334972	0.933519	-0.097894		642.227	-5427.993	1122.667	0.078609	-0.165337	0.983021	-0.012419		670.388	-5603.021	1450.441	0.078609	-0.165337	0.983021	-0.012419		726.328	-5611.084	1452.654	0.078609	-0.165337	0.983021	-0.012419		670.388	-5603.021	1450.441	0.099517	-0.153662	0.976232	0.115997		531.689	-5565.724	1510.033	0.071322	-0.168608	0.981543	-0.055288		515.020	-5545.632	1480.712	0.251911	-0.079012	0.953001	-0.148620		378.812	-5525.178	1220.680	0.179404	0.209886	0.933766	-0.227691		358.810	-5538.486	1219.624	0.179404	0.209886	0.933766	-0.227691		286.129	-5682.226	1022.913	0.179404	0.209886	0.933766	-0.227691		726.328	-5611.084	1452.654	0.056356	-0.174183	0.972990	-0.140623		872.034	-5559.265	1468.910	0.085747	-0.161750	0.982627	0.030473		857.141	-5537.407	1439.899	-0.279908	-0.230407	0.929222	0.071489		1007.424	-5426.906	1217.102	-0.206998	0.352671	0.878165	0.248196		1025.219	-5441.293	1220.431	-0.206998	0.352671	0.878165	0.248196		1080.258	-5635.029	1081.832	-0.206998	0.352671	0.878165	0.248196		535.795	-5448.074	1009.919	0.041537	0.063187	0.996488	0.035959		496.725	-5507.414	571.903	0.104500	-0.528481	0.834022	0.119143		473.276	-5068.092	368.546	0.128702	-0.458477	0.871427	0.117682		476.714	-5005.695	385.746	-0.085748	-0.467220	0.876112	0.082342		464.530	-5103.097	234.203	-0.085748	-0.467220	0.876112	0.082342		730.171	-5443.060	994.285	0.020799	0.157506	0.984501	0.074281		701.931	-5577.846	577.993	-0.036569	-0.064149	0.989556	0.123800		746.620	-5518.146	77.163	-0.036242	-0.017863	0.992239	0.117601		768.812	-5471.485	38.031	-0.048319	-0.014217	0.992814	0.108551		732.202	-5644.142	29.322	-0.048319	-0.014217	0.992814	0.108551
1153	9.60000		639.101	-5521.924	1070.094	0.042737	-0.056085	0.997419	-0.013531		708.766	-5507.012	1580.539	0.083111	-0.339997	0.930949	-0.104060		640.376	-5424.082	1122.395	0.077917	-0.163674	0.983342	-0.013372		667.875	-5598.503	1451.194	0.077917	-0.163674	0.983342	-0.013372		723.649	-5604.112	1454.175	0.077917	-0.163674	0.983342	-0.013372		667.875	-5598.503	1451.194	0.098614	-0.152104	0.976674	0.115094		529.000	-5561.279	1510.421	0.070703	-0.166917	0.981822	-0.056254		512.345	-5541.312	1481.006	0.249762	-0.079120	0.953152	-0.151199		377.229	-5520.914	1220.400	0.175812	0.212393	0.933288	-0.230115		357.331	-5534.368	1219.244	0.175812	0.212393	0.933288	-0.230115		286.992	-5679.087	1022.399	0.175812	0.212393	0.933288	-0.230115		723.649	-5604.112	1454.175	0.055886	-0.172444	0.973184	-0.141610		869.227	-5551.965	1470.523	0.084982	-0.160120	0.982989	0.029535		854.344	-5530.228	1441.415	-0.276754	-0.229167	0.930016	0.077203		1003.661	-5420.968	1217.360	-0.204897	0.337120	0.885154	0.246717		1021.614	-5435.260	1220.223	-0.204897	0.337120	0.885154	0.246717		1078.773	-5623.746	1075.384	-0.204897	0.337120	0.885154	0.246717		533.653	-5444.590	1009.999	0.040270	0.059174	0.996824	0.034924		495.907	-5500.447	571.710	0.104591	-0.518712	0.840110	0.119218		470.677	-5065.943	358.456	0.127919	-0.450653	0.875574	0.117978		473.999	-5003.246	374.549	-0.086203	-0.459536	0.880271	0.080736		462.037	-5103.336	224.750	-0.086203	-0.459536	0.880271	0.080736		727.937	-5438.390	993.665	0.019191	0.160775	0.984232	0.071211		701.305	-5576.154	578.215	-0.037459	-0.062423	0.989739	0.122954		746.623	-5518.251	77.231	-0.037167	-0.017520	0.992284	0.116976		768.829	-5471.601	38.094	-0.046614	-0.014668	0.992741	0.109896		731.742	-5644.150	29.266	-0.046614	-0.014668	0.992741	0.109896
1154	9.60833		638.300	-5517.904	1069.341	0.049785	-0.057299	0.996925	-0.019485		704.178	-5502.819	1579.790	0.084941	-0.338446	0.930291	-0.113132		639.051	-5420.196	1121.901	0.076150	-0.161625	0.983783	-0.015790		665.996	-5593.406	1452.140	0.076150	-0.161625	0.983783	-0.015790		722.007	-5599.032	1454.538	0.076150	-0.161625	0.983783	-0.015790		665.996	-5593.406	1452.140	0.096595	-0.150303	0.977428	0.112755		526.697	-5556.584	1510.618	0.069027	-0.164793	0.982158	-0.058689		510.083	-5536.803	1481.055	0.248585	-0.079134	0.952621	-0.156386		375.497	-5516.937	1220.134	0.172840	0.213047	0.932503	-0.234895		355.749	-5530.602	1218.887	0.172840	0.213047	0.932503	-0.234895		287.670	-5675.772	1021.580	0.172840	0.213047	0.932503	-0.234895		722.007	-5599.032	1454.538	0.054402	-0.170182	0.973306	-0.144064		867.277	-5546.171	1471.327	0.083128	-0.158150	0.983535	0.027139		852.424	-5524.610	1442.073	-0.272500	-0.231604	0.930365	0.080771		1000.001	-5414.266	1217.396	-0.201775	0.323995	0.891363	0.244513		1018.108	-5428.447	1219.804	-0.201775	0.323995	0.891363	0.244513		1076.718	-5612.200	1069.564	-0.201775	0.323995	0.891363	0.244513		531.089	-5441.742	1010.892	0.038375	0.053885	0.997271	0.032781		495.313	-5493.029	572.191	0.103703	-0.508555	0.846821	0.116244		467.491	-5063.890	348.643	0.125349	-0.444205	0.879582	0.115343		470.406	-5000.945	363.824	-0.088482	-0.453458	0.883571	0.076474		459.890	-5103.302	215.455	-0.088482	-0.453458	0.883571	0.076474		725.042	-5433.051	991.965	0.017416	0.165511	0.983493	0.071026		699.669	-5575.005	577.774	-0.039536	-0.061563	0.989898	0.121447		746.874	-5518.152	76.844	-0.039287	-0.014114	0.992463	0.115218		769.067	-5471.721	37.440	-0.044508	-0.012536	0.992712	0.111283		731.441	-5644.192	29.415	-0.044508	-0.012536	0.992712	0.111283
1155	9.61667		636.631	-5513.829	1069.360	0.048948	-0.055564	0.997036	-0.020880		702.548	-5496.664	1580.796	0.085163	-0.342058	0.928975	-0.112909		637.003	-5415.947	1121.599	0.075564	-0.160290	0.984049	-0.015660		662.767	-5588.752	1452.938	0.075564	-0.160290	0.984049	-0.015660		719.948	-5593.313	1454.886	0.075564	-0.160290	0.984049	-0.015660		662.767	-5588.752	1452.938	0.095840	-0.149055	0.977674	0.112919		523.408	-5551.737	1511.149	0.068500	-0.163433	0.982429	-0.058570		506.833	-5532.032	1481.513	0.245411	-0.077288	0.953411	-0.157505		374.084	-5513.020	1219.589	0.169222	0.215947	0.932416	-0.235225		354.390	-5526.754	1218.235	0.169222	0.215947	0.932416	-0.235225		288.344	-5672.855	1020.925	0.169222	0.215947	0.932416	-0.235225		719.948	-5593.313	1454.886	0.053996	-0.168781	0.973586	-0.143970		865.211	-5540.443	1471.705	0.082484	-0.156841	0.983795	0.027281		850.399	-5518.958	1442.374	-0.268178	-0.233999	0.930967	0.081395		995.866	-5407.112	1217.065	-0.199873	0.312456	0.897039	0.240297		1014.172	-5421.095	1219.092	-0.199873	0.312456	0.897039	0.240297		1074.850	-5600.451	1064.423	-0.199873	0.312456	0.897039	0.240297		529.315	-5438.167	1010.457	0.037015	0.049188	0.997646	0.030215		495.020	-5485.384	571.439	0.103749	-0.499420	0.852578	0.113697		464.319	-5061.208	338.974	0.125370	-0.433909	0.885015	0.112935		466.708	-4997.918	352.749	-0.087977	-0.443960	0.888833	0.071660		457.194	-5103.644	206.692	-0.087977	-0.443960	0.888833	0.071660		723.278	-5428.984	991.870	0.016400	0.167883	0.983383	0.067117		699.215	-5573.080	578.347	-0.039701	-0.059048	0.990467	0.117951		746.090	-5518.594	77.123	-0.039609	-0.015122	0.992782	0.112190		768.033	-5471.961	37.818	-0.042950	-0.014123	0.992938	0.109678		730.974	-5644.533	29.317	-0.042950	-0.014123	0.992938	0.109678
1156	9.62500		635.156	-5509.547	1069.005	0.049195	-0.053923	0.997064	-0.023142		699.457	-5491.145	1581.104	0.085315	-0.344056	0.927585	-0.118037		635.077	-5411.505	1120.943	0.074253	-0.158822	0.984361	-0.017223		660.469	-5583.627	1453.373	0.074253	-0.158822	0.984361	-0.017223		717.555	-5587.041	1455.591	0.074253	-0.158822	0.984361	-0.017223		660.469	-5583.627	1453.373	0.094348	-0.147771	0.978187	0.111409		520.820	-5546.856	1511.042	0.067254	-0.161909	0.982672	-0.060146		504.284	-5527.279	1481.299	0.244183	-0.076446	0.953003	-0.162224		372.183	-5509.201	1218.982	0.166359	0.217393	0.931498	-0.239534		352.635	-5523.134	1217.557	0.166359	0.217393	0.931498	-0.239534		288.842	-5669.954	1020.039	0.166359	0.217393	0.931498	-0.239534		717.555	-5587.041	1455.591	0.052887	-0.167155	0.973691	-0.145561		862.612	-5533.708	1472.726	0.081110	-0.155431	0.984175	0.025732		847.832	-5512.345	1443.291	-0.264839	-0.234598	0.931396	0.085595		992.077	-5400.511	1217.192	-0.197565	0.298711	0.902625	0.238765		1010.517	-5414.372	1218.807	-0.197565	0.298711	0.902625	0.238765		1072.758	-5588.640	1059.028	-0.197565	0.298711	0.902625	0.238765		527.476	-5434.571	1009.889	0.036017	0.044874	0.997951	0.027964		494.297	-5478.018	570.621	0.103042	-0.490912	0.858062	0.110083		460.976	-5058.703	329.847	0.124133	-0.425619	0.889630	0.109533		462.794	-4995.157	342.482	-0.088797	-0.436404	0.892901	0.066292		454.786	-5103.580	198.326	-0.088797	-0.436404	0.892901	0.066292		721.391	-5424.534	991.239	0.015100	0.171656	0.982804	0.066357		698.340	-5571.951	578.779	-0.040935	-0.057921	0.990448	0.118250		746.335	-5518.757	77.522	-0.040823	-0.014681	0.992690	0.112629		768.414	-5472.189	38.216	-0.040942	-0.014645	0.992695	0.112539		730.350	-5644.534	29.564	-0.040942	-0.014645	0.992695	0.112539
1157	9.63333		633.245	-5505.380	1068.490	0.048706	-0.053248	0.997092	-0.024474		696.849	-5485.941	1579.769	0.085657	-0.342419	0.927790	-0.120906		632.844	-5407.276	1120.310	0.073558	-0.157067	0.984648	-0.019706		657.925	-5578.119	1453.794	0.073558	-0.157067	0.984648	-0.019706		716.386	-5582.669	1455.123	0.073558	-0.157067	0.984648	-0.019706		657.925	-5578.119	1453.794	0.093430	-0.146122	0.978796	0.108985		517.966	-5541.854	1511.032	0.066637	-0.160126	0.982851	-0.062639		501.402	-5522.453	1481.191	0.242069	-0.074596	0.953216	-0.164975		370.554	-5505.533	1218.169	0.163564	0.219040	0.931102	-0.241487		351.091	-5519.578	1216.664	0.163564	0.219040	0.931102	-0.241487		289.111	-5666.997	1019.015	0.163564	0.219040	0.931102	-0.241487		716.386	-5582.669	1455.123	0.052427	-0.165324	0.973652	-0.148060		861.140	-5528.569	1472.417	0.080339	-0.153709	0.984570	0.023264		846.322	-5507.372	1442.880	-0.260064	-0.239216	0.931662	0.084547		988.057	-5392.605	1216.663	-0.195099	0.289523	0.907349	0.234160		1006.678	-5406.258	1217.933	-0.195099	0.289523	0.907349	0.234160		1070.356	-5576.693	1054.625	-0.195099	0.289523	0.907349	0.234160		525.433	-5430.762	1009.160	0.034247	0.040387	0.998303	0.024215		494.104	-5470.334	569.602	0.102596	-0.482546	0.863476	0.105040		457.363	-5055.994	320.845	0.123162	-0.417128	0.894359	0.104677		458.421	-4992.213	332.333	-0.089313	-0.428938	0.896939	0.059461		452.357	-5103.312	190.132	-0.089313	-0.428938	0.896939	0.059461		719.342	-5420.230	990.722	0.013984	0.174759	0.982361	0.065047		697.275	-5570.363	579.166	-0.041874	-0.056028	0.990670	0.116966		745.923	-5519.113	77.769	-0.041807	-0.014579	0.992765	0.111612		767.985	-5472.521	38.482	-0.041005	-0.014819	0.992727	0.112215		730.037	-5644.889	29.771	-0.041005	-0.014819	0.992727	0.112215
1158	9.64167		632.606	-5500.986	1067.467	0.052882	-0.053664	0.996678	-0.030914		692.279	-5480.500	1579.837	0.087783	-0.344199	0.925916	-0.128456		631.304	-5402.961	1119.422	0.071815	-0.154958	0.985080	-0.021166		655.887	-5572.598	1453.854	0.071815	-0.154958	0.985080	-0.021166		713.365	-5574.905	1456.079	0.071815	-0.154958	0.985080	-0.021166		655.887	-5572.598	1453.854	0.091426	-0.144259	0.979415	0.107594		515.604	-5536.472	1510.381	0.064987	-0.157943	0.983219	-0.064117		499.110	-5517.234	1480.396	0.242504	-0.073770	0.951551	-0.174072		367.965	-5501.947	1217.422	0.161243	0.219011	0.929204	-0.250229		348.761	-5516.339	1215.873	0.161243	0.219011	0.929204	-0.250229		289.441	-5664.228	1017.760	0.161243	0.219011	0.929204	-0.250229		713.365	-5574.905	1456.079	0.050974	-0.163006	0.973890	-0.149564		857.906	-5520.356	1473.739	0.078506	-0.151678	0.985066	0.021824		843.152	-5499.316	1444.059	-0.257670	-0.237102	0.932405	0.089501		984.201	-5386.129	1216.621	-0.193630	0.275976	0.912078	0.233362		1002.932	-5399.660	1217.540	-0.193630	0.275976	0.912078	0.233362		1068.196	-5564.986	1049.670	-0.193630	0.275976	0.912078	0.233362		523.360	-5427.732	1009.070	0.033112	0.034778	0.998607	0.021869		493.256	-5462.344	569.230	0.101769	-0.473778	0.868868	0.101218		454.028	-5053.327	312.182	0.121790	-0.408619	0.898878	0.101072		454.500	-4989.340	322.499	-0.090215	-0.421183	0.900869	0.053865		450.052	-5103.079	182.340	-0.090215	-0.421183	0.900869	0.053865		716.965	-5414.604	989.154	0.012544	0.179849	0.981483	0.064719		695.898	-5569.158	579.116	-0.043636	-0.054480	0.990991	0.114303		745.996	-5519.534	77.698	-0.043665	-0.011665	0.993031	0.108839		767.935	-5473.080	38.180	-0.037814	-0.013416	0.992755	0.113257		729.572	-5645.385	30.067	-0.037814	-0.013416	0.992755	0.113257
1159	9.65000		630.801	-5496.453	1066.535	0.051881	-0.052306	0.996767	-0.032076		689.715	-5474.639	1578.817	0.088038	-0.344149	0.925657	-0.130267		629.154	-5398.300	1118.238	0.070970	-0.153052	0.985401	-0.022861		652.686	-5567.073	1453.890	0.070970	-0.153052	0.985401	-0.022861		711.644	-5569.961	1455.690	0.070970	-0.153052	0.985401	-0.022861		652.686	-5567.073	1453.890	0.090340	-0.142479	0.979955	0.105955		512.153	-5531.214	1509.963	0.064226	-0.156002	0.983466	-0.065824		495.664	-5512.138	1479.871	0.240115	-0.071253	0.951958	-0.176192		366.012	-5498.260	1216.080	0.158264	0.221759	0.928694	-0.251600		346.890	-5512.753	1214.463	0.158264	0.221759	0.928694	-0.251600		289.529	-5661.607	1016.495	0.158264	0.221759	0.928694	-0.251600		711.644	-5569.961	1455.690	0.050385	-0.161006	0.973987	-0.151287		855.961	-5514.867	1473.489	0.077578	-0.149810	0.985461	0.020145		841.206	-5493.983	1443.699	-0.253396	-0.240891	0.932759	0.087876		979.920	-5378.253	1216.105	-0.191960	0.266555	0.916480	0.228396		998.838	-5391.538	1216.718	-0.191960	0.266555	0.916480	0.228396		1065.839	-5552.818	1045.627	-0.191960	0.266555	0.916480	0.228396		521.513	-5423.604	1007.710	0.031382	0.030368	0.998893	0.017506		493.182	-5454.386	567.638	0.101546	-0.466541	0.873444	0.095517		450.403	-5049.978	303.949	0.122308	-0.396811	0.904689	0.095500		449.921	-4985.757	312.695	-0.089008	-0.410823	0.906210	0.045669		447.514	-5102.947	175.357	-0.089008	-0.410823	0.906210	0.045669		715.130	-5410.072	988.190	0.011412	0.184168	0.980751	0.063878		694.925	-5568.385	579.474	-0.044710	-0.053499	0.990955	0.114663		746.006	-5519.887	78.046	-0.044715	-0.010622	0.992953	0.109233		768.061	-5473.543	38.463	-0.037296	-0.012853	0.992600	0.114844		729.134	-5645.730	30.547	-0.037296	-0.012853	0.992600	0.114844
1160	9.65833		630.057	-5491.880	1065.570	0.054444	-0.050893	0.996480	-0.038378		685.568	-5468.767	1578.451	0.089733	-0.345802	0.924012	-0.136277		627.360	-5393.637	1117.057	0.069202	-0.151274	0.985760	-0.024587		650.504	-5561.398	1453.600	0.069202	-0.151274	0.985760	-0.024587		708.795	-5562.090	1455.944	0.069202	-0.151274	0.985760	-0.024587		650.504	-5561.398	1453.600	0.088356	-0.140947	0.980536	0.104291		509.629	-5525.792	1508.972	0.062538	-0.154148	0.983749	-0.067563		493.207	-5506.866	1478.749	0.240700	-0.070073	0.950081	-0.185739		363.240	-5494.885	1215.021	0.156160	0.221368	0.926636	-0.260682		344.391	-5509.727	1213.367	0.156160	0.221368	0.926636	-0.260682		289.626	-5658.887	1014.895	0.156160	0.221368	0.926636	-0.260682		708.795	-5562.090	1455.944	0.048865	-0.159012	0.974117	-0.153044		852.866	-5506.491	1474.158	0.075735	-0.148111	0.985894	0.018437		838.170	-5485.750	1444.239	-0.251004	-0.239114	0.933671	0.089886		975.854	-5371.010	1215.521	-0.191341	0.255760	0.920288	0.225931		994.904	-5384.114	1215.874	-0.191341	0.255760	0.920288	0.225931		1063.683	-5541.055	1041.486	-0.191341	0.255760	0.920288	0.225931		519.576	-5420.594	1007.062	0.030140	0.024458	0.999146	0.014138		492.542	-5446.140	566.767	0.100805	-0.458465	0.878359	0.090189		446.794	-5046.975	295.692	0.121112	-0.388250	0.909079	0.090382		445.544	-4982.617	303.278	-0.089669	-0.403295	0.909847	0.038609		445.240	-5102.269	168.059	-0.089669	-0.403295	0.909847	0.038609		712.913	-5404.593	986.658	0.010079	0.189371	0.979783	0.063730		693.585	-5567.392	579.589	-0.046414	-0.052062	0.991254	0.112033		746.084	-5520.395	78.164	-0.046522	-0.007831	0.993193	0.106498		768.018	-5474.182	38.362	-0.034587	-0.011408	0.992632	0.115564		728.796	-5646.329	31.047	-0.034587	-0.011408	0.992632	0.115564
1161	9.66667		628.187	-5487.051	1064.343	0.052842	-0.049289	0.996603	-0.039517		682.956	-5462.778	1576.683	0.089510	-0.344794	0.924049	-0.138703		625.090	-5388.662	1115.529	0.068027	-0.149756	0.986014	-0.026868		647.480	-5555.869	1453.253	0.068027	-0.149756	0.986014	-0.026868		706.721	-5556.733	1454.630	0.068027	-0.149756	0.986014	-0.026868		647.480	-5555.869	1453.253	0.086992	-0.139595	0.981086	0.102063		506.280	-5520.727	1508.090	0.061429	-0.152581	0.983904	-0.069853		489.869	-5501.954	1477.765	0.238756	-0.067715	0.950319	-0.187894		361.165	-5491.329	1213.361	0.153643	0.223752	0.926060	-0.262186		342.398	-5506.269	1211.654	0.153643	0.223752	0.926060	-0.262186		289.377	-5656.269	1013.342	0.153643	0.223752	0.926060	-0.262186		706.721	-5556.733	1454.630	0.047897	-0.157354	0.974072	-0.155339		850.492	-5500.459	1473.142	0.074494	-0.146646	0.986248	0.016169		835.800	-5479.863	1443.121	-0.248097	-0.243011	0.933655	0.087644		971.775	-5362.565	1214.679	-0.190631	0.248143	0.923552	0.221668		990.981	-5375.446	1214.820	-0.190631	0.248143	0.923552	0.221668		1061.376	-5529.037	1038.109	-0.190631	0.248143	0.923552	0.221668		517.746	-5416.190	1005.245	0.028330	0.020473	0.999348	0.009097		492.499	-5438.260	564.797	0.100855	-0.451755	0.882422	0.084128		443.071	-5043.617	287.810	0.121289	-0.378766	0.913616	0.084449		440.890	-4979.149	294.147	-0.088873	-0.395187	0.913779	0.030613		442.777	-5101.376	161.265	-0.088873	-0.395187	0.913779	0.030613		711.116	-5399.809	985.459	0.009078	0.194746	0.978781	0.063075		692.453	-5567.247	580.137	-0.047492	-0.051709	0.991190	0.112306		746.006	-5520.744	78.778	-0.047585	-0.006878	0.993124	0.106742		768.044	-5474.628	38.920	-0.034704	-0.010756	0.992521	0.116543		728.475	-5646.705	31.818	-0.034704	-0.010756	0.992521	0.116543
